primary_city,county,zip_code,FM_Closest_raw,FM_Closest_AR,FM_Closest_SP,FM_Attends_raw,FM_Attends_AR,FM_Attends_SP,Final_FM_Attend,transaction_id,agree_with_Attends,Final_FM_Closest,agree_with_Closest
Brentwood,Williamson County,37027,Unsure,Unsure,Unsure,I cant remember this time,,Unsure,,2Blx32ROODeIIN2mkf6x6w,,Unsure,
Nashville,Davidson County,37206,Unsure,Unsure,Unsure,The Nashville Farmer Market,Nashville Farmers Market,Nashville Farmers Market,Nashville Farmers Market,2C3Nyx42nnqHgjbZ1745Qy,,Unsure,
Maryville,Blount County,37801,Unsure ,Unsure,Unsure,,,NA, ,2CBPCD2Dlv7r37nL14Od2q,,Unsure,
Summertown,Lawrence County,38483,Unsure,Unsure,Unsure,,,NA, ,2CSGWjjsmT8vO8oFaAxs6S,,Unsure,
Murfreesboro,Rutherford County,37130,Main street ,Main Street Murfreesboro Farmers Market,Main Street Murfreesboro Farmers Market,Main street ,Main Street Murfreesboro Farmers Market,Main Street Murfreesboro Farmers Market,Main Street Murfreesboro Farmers Market,2Cinyhf5ejOEpCA4HjwKhQ,,Main Street Murfreesboro Farmers Market,
Crossville,Cumberland County,38558,Peavine road & Stonhenge Drive,Fairfield Glade Farmers Market,Fairfield Glade Farmers Market,,,NA, ,2CxQKArFvstIhCdw1W3YGp,,Fairfield Glade Farmers Market,
Parsons,Decatur County,38363,Main ,Not a farmers market,Not Farmers Market,Main st,Not Farmers Market,Not Farmers Market,Not Farmers Market,2D9GAKyYnlHSBI76QGz9V3,,,
Lawrenceburg,Lawrence County,38464,Unsure ,Unsure,Unsure,,,NA, ,2E4CYfFxWVsMamybH1rT1C,,Unsure,
Sparta,White County,38583,Unsure,Unsure,Unsure,,,NA, ,2ESKaEte2D1SPErTLVtriK,,Unsure,
Waverly,Humphreys County,37185,Unsure,Unsure,Unsure,,,NA, ,2F02qfqknQv500MmhTmzl6,,Unsure,
Knoxville,Knox County,37920,Unsure,Unsure,Unsure,,,NA, ,2F1rvQFZMGVSymDTDLg7Zr,,Unsure,
Columbia,Maury County,38401,Unsure,Unsure,Unsure,,,NA, ,2FPXUL9AKtGdxDWmaoYHMd,,Unsure,
,,38637,Unsure,Unsure,,Main street ,Unsure,,,2FQHJkAwfUhDN2nx0pQHVJ,,Unsure,
Friendship,Crockett County,38034,Unsure ,Unsure,Unsure,,,NA, ,2FnCngUPlEXBZvLMEYqBgo,,Unsure,
Memphis,Shelby County,38122,Unsure,Unsure,Unsure,Agricenter,Agricenter Farmers Market,Agricenter Farmers Market,Agricenter Farmers Market,2FrzcNAZNjlmta0lfkuBmN,,Unsure,
Gainesboro,Jackson County,38562,Gainesboro ,Jackson County Farmers Market,Jackson County Farmers Market,Gainesboro ,Jackson County Farmers Market,Jackson County Farmers Market,Jackson County Farmers Market,2GRtQ1CP43r8kcD3hHyz2P,,Jackson County Farmers Market,
Cookeville,Putnam County,38501,Lake valley,Not a farmers market,Smiley's Produce Market,2224 hwy 70 east,Not Farmers Market,Walnut Street Market,Not Farmers Market,2HPF4Q0XnuR0RWrE6I3Y4j,AR,Not a farmers market,AR
Oneida,Scott County,37841,Unsure,Unsure,Unsure,,,NA, ,2HPKV7cn3BTiG4BPBeoAik,,Unsure,
Nashville,Davidson County,37211,Unsure,Unsure,Unsure,Nashville FarmerÃ¢ÂÂs Market ,Nashville Farmers Market,Nashville Farmers Market,Nashville Farmers Market,2HUWp2Hr99RE3dS3M3s28H,,Unsure,
Clarksville,Montgomery County,37040,Unsure,Unsure,Unsure,Downtown farmers market ,Clarksville Farmers Market,Not Farmers Market,Clarksville Farmers Market,2HaGFjYphY77PVHIBb65a5,AR,Unsure,AR
Memphis,Shelby County,38128,Unsure,Unsure,Unsure,,,NA, ,2IOYkrQOIcVbVRee41rQGJ,,Unsure,
Rickman,Overton County,38580,broad street,Not a farmers market,Cookeville Farmers Market,broad street Cookeville Tennessee,Not Farmers Market,Sparta Farmers Market,Sparta Farmers Market,2IfEyngPjaghp49odyKoVZ,SP,Cookeville Farmers Market,SP
Mount Pleasant,Maury County,38474,unsure,Unsure,Columbia Farmers Market,muletown farmers,Columbia Farmers Market,Columbia Farmers Market,Columbia Farmers Market,2JCdsnTYbhx9TKftFJMFcZ,,Unsure,AR
Knoxville,Knox County,37912,Unsure,Unsure,Unsure,Don't know,,Unsure,,2JCuCPuDUhTZcFZfuidHQF,,Unsure,
Rockwood,Roane County,37854,Crossville,Masons Cumberland Farmers Market,Smith Farmers Market,Crossville Farmer's Market,Masons Cumberland Farmers Market,Smith County Farmers Market,Masons Cumberland Farmers Market,2JZzJjoW4mWdY6NdHlhpZ1,AR,Masons Cumberland Farmers Market,AR
Nashville,Davidson County,37211,unsure,Unsure,Unsure,,,NA, ,2JkpA3iE161gMMhII9Ebft,,Unsure,
Memphis,Shelby County,38105,Cordova,Cordova International Farmers Market,Cordova International Farmers Market,Germantown parkway,Overton Park Community Farmers Market,Farm Park Farmers Market,Overton Park Community Farmers Market,2JtIrGa66FUeDhkfL5foqa,AR,Cordova International Farmers Market,AR
Franklin,Williamson County,37064,Franklin toad,,Franklin Farmers Market,Franklin factory farmers market,Factory Farmers Market,Franklin Farmers Market,Factory Farmers Market,2KfgIQEwCoiMdrPBl1o554,AR,Franklin Farmers Market,SP
Hermitage,Davidson County,37076,Unsure ,Unsure,Unsure,,,NA, ,2KzXDyWiRP6QbatCAWhiPy,,Unsure,
,,61032,unsure,Unsure,,Madison,N/A,,,2LcY8OOZ2INUNjRK6KRpld,,,
Knoxville,Knox County,37923,9225 ,,NA,9225 Kingston ,,Not Farmers Market,Not Farmers Market,2N2Q7mZ9o9No4O3u4rXXNh,SP,,
Hendersonville,Sumner County,37075,Unsure,Unsure,Unsure,"Country vegetables, long hollows pike ",Not Farmers Market,Not Farmers Market,Not Farmers Market,2N61PlgwbQpEq7cubDRNoQ,,Unsure,
Gallatin,Sumner County,37066,Gallatin farmers market ,Gallatin Farmers Market,Gallatin Farmers Market,Gallatin Farmers Market,Gallatin Farmers Market,Gallatin Farmers Market,Gallatin Farmers Market,2NHci4d1EFxLOpcooBFn4Y,,Gallatin Farmers Market,
Nashville,Davidson County,37214,Cvs,Not a farmers market,Not Farmers Market,Cvs,Not Farmers Market,Not Farmers Market,Not Farmers Market,2NPMJf4XUmRvICuVpfwP2f,,,
Pulaski,Giles County,38478,Unsure,Unsure,Unsure,,,NA, ,2NStOvQfp7ACJGRbhyM2mc,,Unsure,
Antioch,Davidson County,37013,Walmart,Not a farmers market,Not Farmers Market,Walmart,Not Farmers Market,Not Farmers Market,Not Farmers Market,2NYe5dIt23CpUcGP5kPLMe,,,
Hendersonville,Sumner County,37075,Nashville Farmers Market,Nashville Farmers Market,Nashville Farmers Market,,,NA, ,2OR4oB0kazcigBX2qPnAin,,Nashville Farmers Market,
La Vergne,Rutherford County,37086,The only ,Not a farmers market,La Vergne Farmers Market,The only ,Not Farmers Market,La Vergne Farmers Market,,2ORIvE3T4CjX8BPfgVeyyV,,La Vergne Farmers Market,SP
Gainesboro,Jackson County,38562,Highway 56,Not a farmers market,Jackson County Farmers Market,56 matket,Not Farmers Market,Jackson County Farmers Market,,2Ovil0nCnXYJNUyl0DjPU2,,Not a farmers market,AR
Mcminnville,Warren County,37110,Unsure,Unsure,Unsure,Farmers market,Unsure,Warren County Farmers Market,Warren County Farmers Market,2P9sLw8jUztlmZG9kZcP9o,SP,Unsure,
Clarksville,Montgomery County,37042,Franklin st,Gallatin Farmers Market,Clarksville Farmers Market,Franklin st,Gallatin Farmers Market,Not Farmers Market,Gallatin Farmers Market,2PBy1ppZyY58UqRphfx2fc,AR,Clarksville Farmers Market,SP
Nashville,Davidson County,37217,Farmer's market ,,Nashville Farmers Market,Nashville farmer's market ,Nashville Farmers Market,Nashville Farmers Market,Nashville Farmers Market,2PaGz88dADEiPPdsgO35Fj,,Nashville Farmers Market,SP
Nashville,Davidson County,37205,unsure,Unsure,Unsure,,,NA, ,2PpGRTidbJvs5kdatEVh4O,,Unsure,
Collinwood,Wayne County,38450,Unsure ,Unsure,Unsure,Waynesboro TN market,Waynesboro Farmers Market,Waynesboro Farmers Market,Waynesboro Farmers Market,2PuD7gTsxaQlZjmVVGZxMS,,Unsure,
Dickson,Dickson County,37055,Ross farms,Not a farmers market,Not Farmers Market,Ross farms,Not Farmers Market,Keith's Stand,Not Farmers Market,2QMEeTMKsqAbsYHahpoFXL,AR,,
Nashville,Davidson County,37211,Nashville Farmer's Market,Nashville Farmers Market,Nashville Farmers Market,,,NA, ,2QasOjBadqm2oMgLcyu3dQ,,Nashville Farmers Market,
,,88340,Almost ,,,112 lightening View Dr,,,,2Qi3JXHdHiiwwjnVCfr3Ra,,,
Covington,Tipton County,38019,Unsure ,Unsure,Unsure,,,NA, ,2QsIzhN6U4dGuYgsQVqGhb,,Unsure,
Gallatin,Sumner County,37066,Gallatin tn,Gallatin Farmers Market,Gallatin Farmers Market,Gallatin tn,Gallatin Farmers Market,Gallatin Farmers Market,Gallatin Farmers Market,2RGkl7Bw1THyQqU6JivtS2,,Gallatin Farmers Market,
Memphis,Shelby County,38141,Kroger ,Not a farmers market,Not Farmers Market,,,NA, ,2RMpHcGijcCFuX5klLGp9I,,,
Memphis,Shelby County,38127,None ,,NA,None ,,NA,,2S5hgTarCHl2G0uONnlAbC,,,
Shelbyville,Bedford County,37160,Unsure ,Unsure,Unsure,Bedford county farmers market ,North Bedford Farmers Market,North Bedford Farmers Market,North Bedford Farmers Market,2SQ12oJUMZbtqzBGvssMQ5,,Unsure,
Knoxville,Knox County,37919,Sutherland Avenue ,Farm Fresh Produce,Farm Fresh Produce,Sutherland farmers market ,Farm Fresh Produce,Farm Fresh Produce,Farm Fresh Produce,2Soe9H46gz0iyVHH8i8xpf,,Farm Fresh Produce,
Castalian Springs,Sumner County,37031,Unsure ,Unsure,Unsure,,,NA, ,2SrXdnot3TkrZoJEBsy2Zc,,Unsure,
Corryton,Knox County,37721,Pratts,Not a farmers market,Not Farmers Market,,,NA, ,2TDN6r6L6YpXM9SzoMRDZP,,,
Kingston,Roane County,37763,Unsure,Unsure,Unsure,Idk,Unsure,Unsure,Unsure,2TTeZnWiRa9AlG8gZPnEEl,,Unsure,
Cordova,Shelby County,38016,Unsure,Unsure,Unsure,Intentional market,Cordova International Farmers Market,Cordova International Farmers Market,Cordova International Farmers Market,2UttD9APgZMSyCKY4c65ZY,,Unsure,
Knoxville,Knox County,37917,Unsure ,Unsure,Unsure,,,NA, ,2VIkVjHoWJi8RFt956wO1V,,Unsure,
Maryville,Blount County,37803,Horn of Plenty,Not a farmers market,Not Farmers Market,Market square,Market Square Farmers Market,Market Square Farmers Market,Market Square Farmers Market,2VbOpREpucgGYyRe2Ab6UT,,,
Nashville,Davidson County,37207,Krogers,Not a farmers market,Not Farmers Market,Rameys,Not Farmers Market,Not Farmers Market,Not Farmers Market,2Vwp4ZfjG4VeMqLEz4GBS8,,,
Nashville,Davidson County,37210,"Nashville farmers market, Franklin, Tennessee",Nashville Farmers Market,Nashville Farmers Market,Nashville farmers market,Nashville Farmers Market,Nashville Farmers Market,Nashville Farmers Market,2WGF9gFzGrdO3y7AoB7SV2,,Nashville Farmers Market,
Memphis,Shelby County,38128,Germantown parkway,Overton Park Community Farmers Market,Farm Park Farmers Market,Germantown farmers market ,Cordova International Farmers Market,Farm Park Farmers Market,Cordova International Farmers Market,2Wurc4vUcgUw7DLscy6ZCM,AR,Overton Park Community Farmers Market,AR
Celina,Clay County,38551,Unsure ,Unsure,Unsure,,,NA, ,2X7m5XmnTHpsUoAXcjuIwl,,Unsure,
Madison,Davidson County,37115,unsure,Unsure,Unsure,downtown Nashville,Nashville Farmers Market,Nashville Farmers Market,Nashville Farmers Market,2XCfxp0HLuMvJgwFCyKljk,,Unsure,
Harrogate,Claiborne County,37752,Cumberland parkway Harrogate ,Harrogate Plant and Produce,Harrogate Plant and Produce,,,NA, ,2XP7WIWx89aioSinvx0aDe,,Harrogate Plant and Produce,
Memphis,Shelby County,37544,Unsure,Unsure,Unsure,Quiki Faemers Market ,Not Farmers Market,NA,,2XmcbZ8OOh9fJL63LzbYUe,,Unsure,
Orlinda,Robertson County,37141,elm springs,Not a farmers market,Bernard Farms,elm springs,Not Farmers Market,Bernard Farms,Not Farmers Market,2Y0rQPk9rAaF2KDsonWLAu,AR,Not a farmers market,AR
Antioch,Davidson County,37013,Unsure,Unsure,Unsure,Farmer's Market ,Unsure,Unsure,Unsure,2YAZx1LqvanBQlSLXnGQ8U,,Unsure,
Nashville,Davidson County,37203,97.lightspeed,Not a farmers market,Unsure,manhatton,Not Farmers Market,Not Farmers Market,Not Farmers Market,2YFv72LuQTqQDUoVsOo7Uu,,,
Sparta,White County,38583,Unsure ,Unsure,Unsure,,,NA, ,2YWAguQclcwExgjn6Qy7rk,,Unsure,
,,42240,Unsure,Unsure,,Not sure the street name,Unsure,,,2Yy37SY1wrUgPAX7aSqlfo,,Unsure,
Sevierville,Sevier County,37862,Court street market,Sevierville Farmers Market,Unsure,Court street market,Sevierville Farmers Market,Unsure,Sevierville Farmers Market,2ZLeoEDgQXZSLGL3f53x7j,AR,Sevierville Farmers Market,AR
Memphis,Shelby County,38128,Austin Peay,Not a farmers market,Clarksville Farmers Market,,,NA, ,2a2jJ0cgkHEzAbgapQEyAm,,,
Corryton,Knox County,37721,Knox,Unsure,Market Square Farmers Market,,,NA, ,2b4O2eAitTtsmb2kjc3OOj,,,
,,38655,Unsure ,Unsure,,,,, ,2b973pyWOvx8M17kMmaE0R,,,
Memphis,Shelby County,38117,unsure,Unsure,Unsure,not sure,,Unsure,,2bqKpBjRpSjdeQG2nGE5E9,,Unsure,
La Vergne,Rutherford County,37086,Nolensville Farmers' Market,Nolensville Farmers Market,Nolensville Farmers Market,Nolensville Farmers' Market,Nolensville Farmers Market,Nolensville Farmers Market,Nolensville Farmers Market,2cIycEosNYehqR5IHiN4xL,,Nolensville Farmers Market,
Bon Aqua,Hickman County,37025,unsure,Unsure,Unsure,,,NA, ,2cc7Ombv8bKyQ6yUdid4HH,,Unsure,
Lebanon,Wilson County,37087,N. Cumberland St.,Not a farmers market,Lebanon Farmers Market,Parkland,Not Farmers Market,Not Farmers Market,Not Farmers Market,2dL6Gq7tUWjlDYdoEXYgK5,,Not a farmers market,AR
Murfreesboro,Rutherford County,37130,Main Street,Main Street Murfreesboro Farmers Market,Main Street Murfreesboro Farmers Market,Main Street Murfreesboro ,Main Street Murfreesboro Farmers Market,Main Street Murfreesboro Farmers Market,Main Street Murfreesboro Farmers Market,2dbZbuhFXmRGCobzOc3gMm,,Main Street Murfreesboro Farmers Market,
Whiteville,Hardeman County,38075,Bolivar farmers market ,Bolivar Farmers Market,Bolivar Farmers Market,,,NA, ,2drWdx4edS2auTAAgENHDU,,Bolivar Farmers Market,
Memphis,Shelby County,38128,Unsure,Unsure,Unsure,"Sprouts Farmers Market, S Perkins Rd",Unsure,Not Farmers Market,Not Farmers Market,2dxnGh5DlrwQipP25LZPxN,SP,Unsure,
Oliver Springs,Roane County,37840,anderson county co op,Not a farmers market,Not Farmers Market,anderson county co op,Not Farmers Market,Unsure,Unsure,2fkW9NKqQ7P4AsmS8kK0uV,SP,,
Spring Hill,Williamson County,37174,Unsure,Unsure,Unsure,,,NA, ,2fpJHqGRqvLWp05BiK3FZe,,Unsure,
Antioch,Davidson County,37011,Unsure,Unsure,Unsure,Philips farm ,Phillips Farm and Garden,Phillips Farm and Garden,Phillips Farm and Garden,2g1E1LrAsO1IFLc9zbU3qH,,Unsure,
Antioch,Davidson County,37013,Walmart,Not a farmers market,Not Farmers Market,Walmart,Not Farmers Market,Not Farmers Market,Not Farmers Market,2g1N9SQVTaS5QIBvVxDQ1G,,,
Antioch,Davidson County,37011,Unsure,Unsure,Unsure,Nashville Farmer's Market,Nashville Farmers Market,Nashville Farmers Market,Nashville Farmers Market,2gDDjzZ6x0eoWVpkdfYtED,,Unsure,
Del Rio,Cocke County,37727,Unsure,Unsure,Unsure,White pine,White Pine Farmers Market,Unsure,White Pine Farmers Market,2ges4zOnedWOoc4oDB2nD1,AR,Unsure,
Dandridge,Jefferson County,37725,unsure,Unsure,Unsure,,,NA, ,2hB5vnM65oumsQ0vQTGbpF,,Unsure,
Knoxville,Knox County,37921,Chicken city,Not a farmers market,Not Farmers Market,Chicken city,Not Farmers Market,Not Farmers Market,Not Farmers Market,2haPFyXaQydKxf0kaXIEY2,,,
Lebanon,Wilson County,37087,Unsure,Unsure,Unsure,Lebanon farmers market,Lebanon Farmers Market,Lebanon Farmers Market,Lebanon Farmers Market,2iAZVRC9gy54d9tQEmhkaA,,Unsure,
Bean Station,Grainger County,37708,The Red Barn on Hwy 11W,Red Barn Produce,Red Barn Produce,The Red Barn,Red Barn Produce,Red Barn Produce,Red Barn Produce,2iT5f8mKfyOyR7gFH4FpRS,,Red Barn Produce,
Nashville,Davidson County,37210,Unsure ,Unsure,Unsure,Babylon Market ,Nashville Farmers Market,Nashville Farmers Market,Nashville Farmers Market,2iTloyneaOCGzHYaMcfsub,,Unsure,
Madisonville,Monroe County,37354,Englewood farmers market ,Englewood Farmers Market,Englewood Farmers Market,Englewood farmers market ,Englewood Farmers Market,Englewood Farmers Market,Englewood Farmers Market,2iemFQrhc11fASgOYt1osI,,Englewood Farmers Market,
Newport,Cocke County,37821,Unsure,Unsure,Unsure,,,NA, ,2jDDKIRMVQBmlyNZDdhIwd,,Unsure,
Nashville,Davidson County,37207,Monroe Street ,Not a farmers market,Nashville Farmers Market,,,NA, ,2jHV6xv8bGUQq8JClDJGJD,,Not a farmers market,AR
Antioch,Davidson County,37013,The USDA Farmers Market in Washington,Not in TN,NA,The USDA Farmers Market in Washington,N/A,NA,,2jHoVenLPLmJSpf7Tvwk1e,,,
Seymour,Sevier County,37865,Unsure ,Unsure,Unsure,Unknown ,,Unsure,,2jRPFNUx09qjnuimnlci8C,,Unsure,
Clarksville,Montgomery County,37043,Public Square,Clarksville Farmers Market,Clarksville Farmers Market,,,NA, ,2k2kusnekKRZrrcSdoS6YF,,Clarksville Farmers Market,
,,38664,Unsure,Unsure,,,,, ,2k3oAqaBb4H1hadx5hwMHw,,Unsure,
Shelbyville,Bedford County,37160,Unsure,Unsure,Unsure,Bedford Farmers market ,North Bedford Farmers Market,North Bedford Farmers Market,North Bedford Farmers Market,2kVvL9puT1KEsYsiURH6We,,Unsure,
,,38632,On the square in town ,Unsure,,On the square ,Unsure,,,2kntY213glhjKAw0IhFoCx,,,
Corryton,Knox County,37721,Washington Pike ,New Harvest Farmers Market,New Harvest Farmers Market,,,NA, ,2kvuCHZsjfEJmcMDFR5ECA,,New Harvest Farmers Market,
Alexandria,DeKalb County,37012,Unsure,Unsure,Unsure,,,NA, ,2lXl8kC4rCbGhB8IRFiAc0,,Unsure,
Memphis,Shelby County,38116,poplar avenue,Not a farmers market,Collierville Farmers Market,,,NA, ,2lbMyRyLnpnMkevs2bBqUQ,,Collierville Farmers Market,SP
Heiskell,Anderson County,37754,College ,Unsure,Unsure,,,NA, ,2lihJlTrTRIRP8rdHV3jHZ,,Unsure,
,,48501,Unsure,Unsure,,Cookeville tn,Unsure,,,2lmLTEWGaBS5GPjpSQoPGn,,Unsure,
Memphis,Shelby County,38108,Union ,Not a farmers market,Not Farmers Market,Farmers market on union ,Not Farmers Market,Not Farmers Market,Not Farmers Market,2mboTHLofX0PLCmdEVmjA0,,,
Memphis,Shelby County,38122,7856 smythe farm rd ,Agricenter Farmers Market,Agricenter Farmers Market,Agriculture farmers market ,Agricenter Farmers Market,Agricenter Farmers Market,Agricenter Farmers Market,2mcspu4e6B6dlXVmpyRuOe,,Agricenter Farmers Market,
Manchester,Coffee County,37355,Unsure ,Unsure,Unsure,Coffee county farmers market ,Coffee County Farmers Market,Coffee County Farmers Market,Coffee County Farmers Market,2mwPD8KLRMq6xoTauodHrD,,Unsure,
Newbern,Dyer County,38059,Cedar Street ,Main Street Dyersburg Farmers Market,Main Street Dyersburg Farmers Market,Dyer County Farmers Market ,Main Street Dyersburg Farmers Market,Main Street Dyersburg Farmers Market,Main Street Dyersburg Farmers Market,2nNP0X4ouVZ4oIx1JjPcCy,,Main Street Dyersburg Farmers Market,
Murfreesboro,Rutherford County,37127,Unsure ,Unsure,Unsure,,,NA, ,2ntwchR383AWDvzdXTFExU,,Unsure,
Bell Buckle,Bedford County,37020,Unsure,Unsure,Unsure,,,NA, ,2pP4DOc42sg4lMW7Zu2FCq,,Unsure,
Nashville,Davidson County,37207,Unsure,Unsure,Unsure,Nashville Farmer,Nashville Farmers Market,Nashville Farmers Market,Nashville Farmers Market,2pQOMsff1bAIubdWA4l5EX,,Unsure,
,,38655,Midtown Farmers' Market,,,Oxford Farmers' Market,N/A,,,2payBEVcLG5EPcrX56QQTq,,,
Springfield,Robertson County,37172,Greenbrier ,Not a farmers market,Nashville Farmers Market,Smiley's ,Smiley's Produce Market,Robertson County Farmers Market,Smiley's Produce Market,2pfbRqUQiov8zmLe96vmEe,AR,,
Knoxville,Knox County,37940,Unsure,Unsure,Unsure,Market Square,Market Square Farmers Market,Market Square Farmers Market,Market Square Farmers Market,2psuxKo2YluwRDWE44Zcq4,,Unsure,
Murfreesboro,Rutherford County,37129,Main st ,Main Street Murfreesboro Farmers Market,Main Street Murfreesboro Farmers Market,Murfreesboro downtown farmers market ,Main Street Murfreesboro Farmers Market,Main Street Murfreesboro Farmers Market,Main Street Murfreesboro Farmers Market,2pwVXjtiYcYdbxMuiPZwl3,,Main Street Murfreesboro Farmers Market,
Memphis,Shelby County,38128,Jones Orchard ,Jones Orchard,Jones Orchard,Jones orchard ,Jones Orchard,Jones Orchard,Jones Orchard,2px4sj3aL030mhlA660x3Q,,Jones Orchard,
,,42653,Unsure ,Unsure,,,,, ,2qwH6mnBtvKwSG6Dm0GTA5,,,
,,42240,Bethel,Not a farmers market,,Bethel,Not Farmers Market,,Not Farmers Market,2rFGpKzwfPSWO8labYxril,AR,,
Gallatin,Sumner County,37066,Ravenna,Not a farmers market,Collierville Farmers Market,Ravenna,Not Farmers Market,Collierville Farmers Market,,2rNLXPV65y3sz8MfCddZ1Y,,,
Memphis,Shelby County,38106,Unsure ,Unsure,Unsure,Whole foods ,Not Farmers Market,Not Farmers Market,Not Farmers Market,2rluHjdMEoLlc8SFT93gnJ,,Unsure,
Rutledge,Grainger County,37861,Unsure,Unsure,Unsure,Erbs,,NA,,2rr1renJOmP4yFIQuRWqQf,,Unsure,
,,72324,"Wynne,Ar",Not in TN,,,,, ,2sHr3himNRvrSf0XxBW2cD,,,
Franklin,Williamson County,37067,Walmart ,Not a farmers market,Not Farmers Market,Walmart ,Not Farmers Market,Not Farmers Market,Not Farmers Market,2sPk4hpmPivScgZrEvrK3b,,,
,,42206,Unsure ,Unsure,,,,, ,2spaZs9TSIYH0e3p1QXmVw,,,
Knoxville,Knox County,37923,Market Sqaure Farmers Market,Market Square Farmers Market,Unsure,Market Square,Market Square Farmers Market,Market Square Farmers Market,Market Square Farmers Market,2tEZsoRyQNd7AebwDYVW83,,,
Cunningham,Montgomery County,37052,Unsure,Unsure,Unsure,,,NA, ,2tRlhZj9Kophnh2ChBoTAA,,Unsure,
Memphis,Shelby County,38118,Costco,Not a farmers market,Not Farmers Market,State Farm,Not Farmers Market,Memphis Farmers Market,Not Farmers Market,2tnZYEel1CNOxOAb2zCNkb,AR,,
Franklin,Williamson County,37064,Franklin Farmers Market,Franklin Farmers Market,Franklin Farmers Market,Franklins Farmers Market,Franklin Farmers Market,Franklin Farmers Market,Franklin Farmers Market,2tqL8zenCd9AMxhudn0n6l,,Franklin Farmers Market,
Sparta,White County,38583,Sparta farmers market 100 E wall st,Sparta Farmers Market,Sparta Farmers Market,Sparta farmers market ,Sparta Farmers Market,Sparta Farmers Market,Sparta Farmers Market,2tzhkly6zzMNBA4d6E7UTs,,Sparta Farmers Market,
Murfreesboro,Rutherford County,37129,Main st,Main Street Murfreesboro Farmers Market,Main Street Murfreesboro Farmers Market,John r rice blvd,Rutherford County Farmers Market,Rutherford County Farmers Market,Rutherford County Farmers Market,2u2AXYP6KzYJIDTYU6o3Fc,,Main Street Murfreesboro Farmers Market,
Maryville,Blount County,37801,Unsure,Unsure,Unsure,,,NA, ,2udf9xloIS1RK5yU98K5O1,,Unsure,
Summertown,Lawrence County,38483,Unsure,Unsure,Unsure,,,NA, ,2ulg6vsEPRIj0gOtr0YYus,,Unsure,
Nashville,Davidson County,37207,Unsure ,Unsure,Unsure,Nashville farmers market ,Nashville Farmers Market,Nashville Farmers Market,Nashville Farmers Market,2upBAFSXEvztmPTZnR7yUG,,Unsure,
Morristown,Hamblen County,37814,Morristown TN ,Morristown Farmers Market,Morristown Farmers Market,,,NA, ,2uyK0nTf0PZR8isNDYjgX2,,Morristown Farmers Market,
